cliente_id,ingreso_mensual,score_riesgo,monto_solicitado,plazo_meses,tasa_ofrecida,tasa_mercado_referencia,costo_fondeo,acepto,default
2952,3008.35,0.285,18800.0,24,0.1586,0.18635,0.0425,0,
2953,1681.14,0.6198,12300.0,24,0.179,0.18635,0.0425,1,0.0
2954,930.0,0.6231,2000.0,48,0.177,0.18635,0.0425,0,
2955,930.0,0.8055,3400.0,24,0.2584,0.18635,0.0425,1,1.0
2956,1125.53,0.8648,2700.0,36,0.2198,0.18635,0.0425,0,
2957,2657.49,0.282,13000.0,48,0.12,0.18635,0.0425,1,0.0
2958,2108.37,0.0976,8300.0,18,0.12,0.18635,0.0425,1,0.0
2959,2192.51,0.288,5100.0,36,0.1341,0.18635,0.0425,1,0.0
2960,5839.45,0.1003,25200.0,36,0.12,0.18635,0.0425,1,0.0
2961,979.3,0.9158,5100.0,36,0.2528,0.18635,0.0425,1,0.0
2962,1949.55,0.6686,11700.0,60,0.2415,0.18635,0.0425,1,0.0
2963,2343.45,0.2716,25400.0,36,0.12,0.18635,0.0425,1,0.0
2964,1315.92,0.8593,5000.0,18,0.2438,0.18635,0.0425,1,0.0
2965,2010.77,0.5042,9200.0,36,0.1669,0.18635,0.0425,1,0.0
2966,930.0,0.5562,4100.0,24,0.2032,0.18635,0.0425,1,0.0
2967,4325.91,0.1463,58300.0,60,0.12,0.18635,0.0425,1,0.0
2968,1356.42,0.8741,4400.0,48,0.2332,0.18635,0.0425,1,0.0
2969,6105.87,0.0107,24000.0,18,0.12,0.18635,0.0425,0,
2970,1944.11,0.1583,8000.0,24,0.12,0.18635,0.0425,0,
2971,3500.41,0.1593,6800.0,18,0.12,0.18635,0.0425,1,0.0
2972,1921.79,0.2387,11200.0,60,0.1336,0.18635,0.0425,0,
2973,1945.98,0.5882,9600.0,12,0.198,0.18635,0.0425,1,0.0
2974,1431.84,0.5047,4500.0,24,0.1375,0.18635,0.0425,1,0.0
2975,2114.61,0.5832,12600.0,18,0.1818,0.18635,0.0425,1,1.0
2976,2361.15,0.7374,12900.0,24,0.2144,0.18635,0.0425,0,
2977,1281.37,0.1663,2900.0,48,0.12,0.18635,0.0425,1,0.0
2978,1846.84,0.8331,10800.0,12,0.2208,0.18635,0.0425,1,1.0
2979,1411.29,0.617,2000.0,24,0.2307,0.18635,0.0425,0,
2980,7085.18,0.0497,32600.0,48,0.12,0.18635,0.0425,1,0.0
2981,1883.36,0.4117,5000.0,24,0.13,0.18635,0.0425,1,0.0
2982,4663.02,0.1566,44600.0,24,0.12,0.18635,0.0425,1,0.0
2983,1775.95,0.5899,13900.0,24,0.2014,0.18635,0.0425,0,
2984,2285.51,0.4033,22000.0,36,0.1368,0.18635,0.0425,1,0.0
2985,951.32,0.7568,2700.0,48,0.233,0.18635,0.0425,0,
2986,1544.82,0.6418,3600.0,24,0.1909,0.18635,0.0425,0,
2987,2224.55,0.4682,9300.0,60,0.1291,0.18635,0.0425,1,0.0
2988,4769.65,0.3775,14400.0,18,0.1384,0.18635,0.0425,1,0.0
2989,2238.72,0.0977,5900.0,48,0.12,0.18635,0.0425,0,
2990,4263.55,0.1074,34900.0,24,0.12,0.18635,0.0425,1,0.0
2991,2823.86,0.2864,22900.0,18,0.1395,0.18635,0.0425,1,0.0
2992,4880.4,0.2234,33500.0,36,0.1269,0.18635,0.0425,1,0.0
2993,1915.68,0.7552,2600.0,24,0.2307,0.18635,0.0425,0,
2994,7450.06,0.0258,41000.0,18,0.12,0.18635,0.0425,1,0.0
2995,1512.33,0.6871,5700.0,24,0.1883,0.18635,0.0425,1,1.0
2996,1294.08,0.5837,8400.0,18,0.1731,0.18635,0.0425,1,1.0
2997,1011.89,0.9446,6400.0,36,0.2844,0.18635,0.0425,0,
2998,7209.47,0.0141,37000.0,60,0.12,0.18635,0.0425,1,0.0
2999,3118.05,0.1398,25700.0,12,0.12,0.18635,0.0425,1,0.0
3000,1644.67,0.6293,8300.0,24,0.2042,0.18635,0.0425,0,
3001,3956.71,0.1312,4700.0,36,0.1411,0.18635,0.0425,1,0.0
3002,2898.36,0.1823,10400.0,24,0.12,0.18635,0.0425,1,0.0
3003,5888.82,0.2822,16800.0,36,0.1322,0.18635,0.0425,0,
3004,930.0,0.4963,2200.0,12,0.1585,0.18635,0.0425,1,0.0
3005,1708.59,0.4709,4200.0,36,0.1242,0.18635,0.0425,1,0.0
3006,1531.64,0.7865,5100.0,36,0.2179,0.18635,0.0425,0,
3007,930.0,0.9405,2800.0,36,0.268,0.18635,0.0425,1,0.0
3008,3563.62,0.1009,20300.0,12,0.12,0.18635,0.0425,1,0.0
3009,1703.82,0.5403,4700.0,18,0.1905,0.18635,0.0425,0,
3010,2983.05,0.2135,17500.0,36,0.12,0.18635,0.0425,1,0.0
3011,7325.32,0.0594,52900.0,18,0.12,0.18635,0.0425,1,0.0
3012,1627.32,0.8136,9400.0,24,0.2312,0.18635,0.0425,0,
3013,1567.18,0.5106,7300.0,24,0.156,0.18635,0.0425,0,
3014,2114.07,0.5276,13000.0,24,0.1785,0.18635,0.0425,1,0.0
3015,3422.1,0.2512,8100.0,12,0.1204,0.18635,0.0425,1,0.0
3016,1445.66,0.1606,2000.0,24,0.12,0.18635,0.0425,1,0.0
3017,1395.06,0.4825,8800.0,24,0.1984,0.18635,0.0425,1,0.0
3018,3557.43,0.1069,17800.0,24,0.12,0.18635,0.0425,1,0.0
3019,2441.89,0.0425,24400.0,36,0.12,0.18635,0.0425,1,0.0
3020,930.0,0.7822,6800.0,36,0.2139,0.18635,0.0425,0,
3021,1003.32,0.7993,3600.0,60,0.2326,0.18635,0.0425,1,0.0
3022,4550.64,0.2608,17600.0,60,0.1438,0.18635,0.0425,1,0.0
3023,2473.63,0.5077,11800.0,36,0.1938,0.18635,0.0425,1,0.0
3024,1297.14,0.9526,5200.0,18,0.2538,0.18635,0.0425,0,
3025,1800.96,0.3691,8500.0,48,0.1645,0.18635,0.0425,0,
3026,1994.02,0.7866,6200.0,24,0.2355,0.18635,0.0425,1,0.0
3027,2976.61,0.152,19900.0,18,0.12,0.18635,0.0425,1,0.0
3028,932.06,0.8457,5200.0,24,0.2472,0.18635,0.0425,1,1.0
3029,1241.72,0.7148,5200.0,12,0.215,0.18635,0.0425,1,0.0
3030,2302.9,0.4435,5000.0,24,0.1438,0.18635,0.0425,0,
3031,1872.83,0.2288,7800.0,48,0.12,0.18635,0.0425,0,
3032,2718.05,0.138,14100.0,12,0.1287,0.18635,0.0425,1,0.0
3033,1001.03,0.8228,4000.0,12,0.2246,0.18635,0.0425,0,
3034,2412.94,0.6295,8400.0,18,0.2631,0.18635,0.0425,1,0.0
3035,3625.93,0.1033,3700.0,18,0.12,0.18635,0.0425,0,
3036,2592.85,0.6112,35600.0,36,0.2122,0.18635,0.0425,0,
3037,2138.17,0.809,5500.0,18,0.2051,0.18635,0.0425,0,
3038,1876.94,0.4178,10000.0,24,0.1644,0.18635,0.0425,1,0.0
3039,1245.92,0.4555,2900.0,36,0.1304,0.18635,0.0425,0,
3040,1901.97,0.6326,9700.0,18,0.2168,0.18635,0.0425,1,0.0
3041,3980.21,0.137,21400.0,18,0.12,0.18635,0.0425,1,0.0
3042,1853.01,0.6478,6800.0,48,0.222,0.18635,0.0425,1,0.0
3043,1208.53,0.5945,4800.0,18,0.1674,0.18635,0.0425,1,0.0
3044,1506.6,0.387,4400.0,48,0.1539,0.18635,0.0425,1,0.0
3045,2212.64,0.5196,30400.0,60,0.1887,0.18635,0.0425,1,0.0
3046,1609.13,0.8209,11200.0,60,0.2488,0.18635,0.0425,0,
3047,2590.68,0.7184,12100.0,24,0.1984,0.18635,0.0425,1,0.0
3048,2645.17,0.1838,8300.0,36,0.12,0.18635,0.0425,1,0.0
3049,3240.62,0.5347,21200.0,18,0.1692,0.18635,0.0425,0,
3050,4358.79,0.119,28700.0,12,0.12,0.18635,0.0425,1,0.0
3051,3438.48,0.13,8100.0,36,0.12,0.18635,0.0425,1,0.0
3052,1179.12,0.8401,2000.0,18,0.2702,0.18635,0.0425,0,
3053,1199.36,0.7837,3700.0,48,0.2171,0.18635,0.0425,0,
3054,1897.99,0.2981,5800.0,36,0.1418,0.18635,0.0425,0,
3055,1541.31,0.8013,2600.0,12,0.2095,0.18635,0.0425,1,0.0
3056,1052.95,0.9096,2700.0,36,0.2212,0.18635,0.0425,1,1.0
3057,1549.43,0.692,3400.0,24,0.2243,0.18635,0.0425,1,0.0
3058,1521.49,0.3398,12600.0,24,0.1534,0.18635,0.0425,1,0.0
3059,1363.79,0.3179,7100.0,36,0.1531,0.18635,0.0425,1,0.0
3060,1661.47,0.6283,9200.0,48,0.2053,0.18635,0.0425,1,0.0
3061,3804.86,0.3481,25900.0,18,0.1657,0.18635,0.0425,1,0.0
3062,2210.66,0.2233,5100.0,18,0.124,0.18635,0.0425,1,0.0
3063,7794.85,0.2316,43800.0,18,0.12,0.18635,0.0425,0,
3064,2175.72,0.4023,7500.0,24,0.201,0.18635,0.0425,0,
3065,1685.34,0.6082,14000.0,48,0.1775,0.18635,0.0425,0,
3066,1983.98,0.2235,15200.0,36,0.134,0.18635,0.0425,0,
3067,2281.97,0.1618,21000.0,12,0.12,0.18635,0.0425,0,
3068,2519.77,0.618,6200.0,48,0.2173,0.18635,0.0425,0,
3069,6261.22,0.0712,25200.0,12,0.12,0.18635,0.0425,0,
3070,1238.71,0.8352,3700.0,18,0.2463,0.18635,0.0425,0,
3071,3187.27,0.3387,9100.0,48,0.1277,0.18635,0.0425,0,
3072,2221.12,0.3079,6900.0,24,0.1457,0.18635,0.0425,1,0.0
3073,930.0,0.8806,5900.0,24,0.2229,0.18635,0.0425,1,0.0
3074,3034.89,0.2589,8900.0,18,0.1497,0.18635,0.0425,1,0.0
3075,3997.73,0.083,10300.0,18,0.1361,0.18635,0.0425,0,
3076,1230.59,0.3896,3500.0,12,0.1724,0.18635,0.0425,1,1.0
3077,1969.65,0.444,3500.0,48,0.12,0.18635,0.0425,1,0.0
3078,930.0,0.8243,2700.0,36,0.2267,0.18635,0.0425,0,
3079,984.9,0.9339,7700.0,24,0.2789,0.18635,0.0425,0,
3080,3539.4,0.0589,42000.0,48,0.12,0.18635,0.0425,1,0.0
3081,1528.33,0.5271,5300.0,24,0.151,0.18635,0.0425,1,0.0
3082,1070.33,0.7734,8600.0,24,0.2299,0.18635,0.0425,1,0.0
3083,2248.02,0.4248,22800.0,48,0.1479,0.18635,0.0425,1,0.0
3084,1481.61,0.5769,11200.0,18,0.1772,0.18635,0.0425,0,
3085,1524.61,0.4595,2000.0,48,0.1365,0.18635,0.0425,1,0.0
3086,2982.55,0.1524,10300.0,18,0.1369,0.18635,0.0425,1,1.0
3087,1039.37,0.454,9300.0,60,0.1438,0.18635,0.0425,0,
3088,1198.15,0.7069,7700.0,18,0.2053,0.18635,0.0425,0,
3089,2155.99,0.132,15600.0,24,0.12,0.18635,0.0425,1,0.0
3090,3388.42,0.1043,14900.0,36,0.12,0.18635,0.0425,1,0.0
3091,3932.94,0.2058,20700.0,18,0.12,0.18635,0.0425,1,0.0
3092,1368.93,0.9246,5100.0,12,0.2762,0.18635,0.0425,0,
3093,3328.76,0.2423,26500.0,24,0.1283,0.18635,0.0425,1,0.0
3094,1281.45,0.3593,4800.0,24,0.1508,0.18635,0.0425,1,0.0
3095,5449.2,0.2091,26200.0,12,0.12,0.18635,0.0425,1,0.0
3096,1055.61,0.7876,3300.0,48,0.2038,0.18635,0.0425,0,
3097,4134.93,0.1568,10800.0,24,0.1267,0.18635,0.0425,1,0.0
3098,1375.45,0.4718,11500.0,18,0.1524,0.18635,0.0425,0,
3099,6044.71,0.1258,47500.0,36,0.12,0.18635,0.0425,1,0.0
3100,2747.54,0.5557,7900.0,48,0.1763,0.18635,0.0425,1,0.0
3101,1126.84,0.6646,6000.0,24,0.204,0.18635,0.0425,0,
3102,1481.75,0.8044,11600.0,24,0.2051,0.18635,0.0425,0,
3103,3052.58,0.7242,39800.0,24,0.2083,0.18635,0.0425,1,1.0
3104,3548.47,0.046,19900.0,18,0.12,0.18635,0.0425,1,0.0
3105,1903.32,0.3121,14500.0,24,0.12,0.18635,0.0425,0,
3106,2029.07,0.132,15400.0,24,0.1211,0.18635,0.0425,1,0.0
3107,3014.18,0.1522,21100.0,60,0.12,0.18635,0.0425,0,
3108,2129.52,0.3137,3100.0,24,0.1481,0.18635,0.0425,1,0.0
3109,966.13,0.7707,5000.0,12,0.2296,0.18635,0.0425,0,
3110,1261.13,0.7685,4800.0,24,0.277,0.18635,0.0425,1,0.0
3111,2255.09,0.3237,5700.0,60,0.1384,0.18635,0.0425,0,
3112,3883.8,0.3036,9100.0,48,0.12,0.18635,0.0425,1,0.0
3113,4849.6,0.3127,15100.0,36,0.12,0.18635,0.0425,1,0.0
3114,3049.79,0.3691,26900.0,36,0.1399,0.18635,0.0425,1,0.0
3115,2321.28,0.1711,5300.0,36,0.12,0.18635,0.0425,1,0.0
3116,2998.28,0.5988,21100.0,60,0.1652,0.18635,0.0425,1,0.0
3117,1367.64,0.8867,13500.0,24,0.2623,0.18635,0.0425,1,0.0
3118,1818.19,0.4117,5700.0,48,0.1981,0.18635,0.0425,1,0.0
3119,1253.35,0.8088,11900.0,48,0.2322,0.18635,0.0425,1,0.0
3120,990.41,0.7395,7900.0,18,0.1992,0.18635,0.0425,1,1.0
3121,2381.59,0.209,8800.0,24,0.1349,0.18635,0.0425,0,
3122,2193.9,0.348,10800.0,36,0.1682,0.18635,0.0425,1,0.0
3123,2898.3,0.4682,8100.0,18,0.1571,0.18635,0.0425,1,1.0
3124,2679.52,0.1329,11400.0,24,0.12,0.18635,0.0425,0,
3125,2264.52,0.2737,37900.0,24,0.1534,0.18635,0.0425,1,0.0
3126,2695.18,0.3471,12800.0,60,0.1485,0.18635,0.0425,0,
3127,1933.14,0.5312,6400.0,36,0.1649,0.18635,0.0425,1,0.0
3128,2488.71,0.3081,3700.0,36,0.1237,0.18635,0.0425,1,0.0
3129,1323.34,0.7727,7400.0,24,0.2024,0.18635,0.0425,1,0.0
3130,2429.82,0.7768,6100.0,36,0.2122,0.18635,0.0425,0,
3131,2867.55,0.1844,5800.0,48,0.1218,0.18635,0.0425,1,0.0
3132,1365.42,0.5384,7500.0,18,0.1758,0.18635,0.0425,1,0.0
3133,2037.15,0.9083,5600.0,36,0.2237,0.18635,0.0425,0,
3134,1400.76,0.5694,10100.0,18,0.1932,0.18635,0.0425,1,0.0
3135,1478.25,0.2533,2000.0,48,0.1452,0.18635,0.0425,1,0.0
3136,1060.8,0.9249,6600.0,36,0.2539,0.18635,0.0425,1,0.0
3137,3993.63,0.2027,43200.0,36,0.12,0.18635,0.0425,1,0.0
3138,3574.23,0.2642,20900.0,24,0.1547,0.18635,0.0425,1,0.0
3139,2666.66,0.096,19800.0,60,0.12,0.18635,0.0425,1,0.0
3140,5908.67,0.0323,17500.0,24,0.12,0.18635,0.0425,1,0.0
3141,1782.24,0.7605,13500.0,48,0.2531,0.18635,0.0425,1,1.0
3142,10633.02,0.0204,61500.0,18,0.12,0.18635,0.0425,1,0.0
3143,1744.81,0.1213,8700.0,24,0.12,0.18635,0.0425,1,0.0
3144,2280.33,0.593,20200.0,12,0.1988,0.18635,0.0425,1,0.0
3145,1587.63,0.6305,10300.0,18,0.201,0.18635,0.0425,1,0.0
3146,2433.36,0.289,6300.0,24,0.1699,0.18635,0.0425,1,0.0
3147,3146.13,0.4196,11500.0,48,0.165,0.18635,0.0425,1,0.0
3148,1858.27,0.1714,18600.0,36,0.12,0.18635,0.0425,1,0.0
3149,5301.7,0.1716,12900.0,36,0.1443,0.18635,0.0425,1,0.0
3150,2260.13,0.7612,5500.0,12,0.2282,0.18635,0.0425,0,
3151,2299.75,0.5642,16500.0,48,0.1787,0.18635,0.0425,1,1.0
3152,1195.74,0.6164,4300.0,24,0.1526,0.18635,0.0425,0,
3153,2496.46,0.5882,27300.0,36,0.1816,0.18635,0.0425,1,0.0
3154,1837.66,0.4773,12000.0,48,0.1718,0.18635,0.0425,1,0.0
3155,1412.75,0.5522,5300.0,12,0.2026,0.18635,0.0425,0,
3156,1286.91,0.8984,7500.0,24,0.2521,0.18635,0.0425,0,
3157,8708.85,0.073,26000.0,60,0.12,0.18635,0.0425,1,0.0
3158,1710.37,0.5039,20400.0,12,0.1812,0.18635,0.0425,1,1.0
3159,930.0,0.7233,4800.0,24,0.1818,0.18635,0.0425,0,
3160,1343.99,0.8049,5300.0,48,0.2594,0.18635,0.0425,0,
3161,1923.64,0.4906,6300.0,18,0.1993,0.18635,0.0425,1,0.0
3162,2680.35,0.4233,6900.0,36,0.1221,0.18635,0.0425,1,0.0
3163,2692.46,0.2091,7500.0,36,0.12,0.18635,0.0425,1,0.0
3164,2880.62,0.2199,9000.0,18,0.1236,0.18635,0.0425,1,0.0
3165,1384.35,0.7665,2400.0,18,0.261,0.18635,0.0425,0,
3166,2390.71,0.3041,9000.0,48,0.1323,0.18635,0.0425,1,0.0
3167,1217.78,0.8177,5100.0,18,0.2439,0.18635,0.0425,0,
3168,1403.84,0.5813,8200.0,48,0.1938,0.18635,0.0425,1,0.0
3169,1189.97,0.6607,3400.0,60,0.1736,0.18635,0.0425,1,0.0
3170,1024.12,0.2863,2800.0,12,0.123,0.18635,0.0425,0,
3171,3571.3,0.2956,15800.0,24,0.12,0.18635,0.0425,1,0.0
3172,2899.84,0.3499,11600.0,36,0.1472,0.18635,0.0425,0,
3173,3402.08,0.3884,19100.0,36,0.1365,0.18635,0.0425,0,
3174,2023.06,0.7387,2900.0,36,0.2209,0.18635,0.0425,0,
3175,3045.19,0.3993,17700.0,24,0.1513,0.18635,0.0425,1,0.0
3176,930.0,0.7307,4100.0,60,0.2192,0.18635,0.0425,0,
3177,3194.42,0.1539,3100.0,48,0.1246,0.18635,0.0425,1,0.0
3178,2183.71,0.3889,8300.0,36,0.158,0.18635,0.0425,1,0.0
3179,2802.61,0.4032,19400.0,24,0.1482,0.18635,0.0425,0,
3180,2443.77,0.5243,11500.0,12,0.1873,0.18635,0.0425,0,
3181,1145.08,0.8944,4600.0,36,0.2406,0.18635,0.0425,0,
3182,930.0,0.902,2700.0,18,0.2314,0.18635,0.0425,0,
3183,1333.72,0.8993,2000.0,18,0.2738,0.18635,0.0425,0,
3184,2707.61,0.1221,12300.0,18,0.12,0.18635,0.0425,0,
3185,2902.22,0.0692,22800.0,48,0.12,0.18635,0.0425,1,0.0
3186,930.0,0.9734,9300.0,36,0.2976,0.18635,0.0425,0,
3187,1148.87,0.7157,2700.0,48,0.2332,0.18635,0.0425,0,
3188,1325.47,0.6537,6400.0,12,0.1996,0.18635,0.0425,0,
3189,1623.66,0.5663,8000.0,24,0.2036,0.18635,0.0425,0,
3190,930.1,0.9051,3200.0,36,0.2442,0.18635,0.0425,0,
3191,930.0,0.6549,7400.0,60,0.2131,0.18635,0.0425,0,
3192,1254.95,0.6488,6400.0,36,0.2034,0.18635,0.0425,0,
3193,2076.41,0.2529,4000.0,18,0.12,0.18635,0.0425,1,0.0
3194,1028.56,0.899,4200.0,36,0.2575,0.18635,0.0425,0,
3195,1856.32,0.8282,13400.0,24,0.2158,0.18635,0.0425,1,0.0
3196,3560.12,0.1634,7500.0,18,0.12,0.18635,0.0425,1,0.0
3197,961.71,0.9279,4200.0,48,0.2171,0.18635,0.0425,0,
3198,1765.33,0.3192,8100.0,36,0.1298,0.18635,0.0425,1,0.0
3199,3494.02,0.7248,17700.0,24,0.2225,0.18635,0.0425,0,
3200,1569.69,0.7342,10400.0,48,0.1905,0.18635,0.0425,0,
3201,1440.09,0.7936,4600.0,60,0.2388,0.18635,0.0425,0,
3202,3773.44,0.271,41400.0,36,0.12,0.18635,0.0425,1,0.0
3203,1670.33,0.5384,9100.0,48,0.1684,0.18635,0.0425,1,0.0
3204,3651.98,0.1613,47000.0,24,0.12,0.18635,0.0425,1,0.0
3205,2511.0,0.2509,8700.0,60,0.1223,0.18635,0.0425,1,0.0
3206,1636.73,0.4264,9900.0,36,0.1624,0.18635,0.0425,1,0.0
3207,2582.63,0.4152,2000.0,60,0.1224,0.18635,0.0425,1,0.0
3208,2364.36,0.0806,27200.0,48,0.12,0.18635,0.0425,1,0.0
3209,3486.52,0.0731,19500.0,24,0.12,0.18635,0.0425,1,0.0
3210,1460.45,0.7336,5100.0,48,0.2103,0.18635,0.0425,0,
3211,2025.19,0.5353,3400.0,36,0.1747,0.18635,0.0425,1,0.0
3212,1913.05,0.6127,10800.0,48,0.1662,0.18635,0.0425,0,
3213,2924.93,0.2419,9400.0,36,0.1381,0.18635,0.0425,1,0.0
3214,1121.13,0.9035,8600.0,60,0.2278,0.18635,0.0425,1,0.0
3215,3478.98,0.4111,37500.0,36,0.1763,0.18635,0.0425,0,
3216,2563.56,0.8415,13200.0,36,0.2847,0.18635,0.0425,1,0.0
3217,953.67,0.8817,6800.0,60,0.2388,0.18635,0.0425,1,1.0
3218,3868.28,0.0802,14800.0,48,0.12,0.18635,0.0425,1,0.0
3219,6832.2,0.0805,5700.0,36,0.12,0.18635,0.0425,1,0.0
3220,3449.89,0.2621,20300.0,48,0.1448,0.18635,0.0425,1,0.0
3221,4367.08,0.1288,29500.0,24,0.12,0.18635,0.0425,1,0.0
3222,2075.4,0.722,8000.0,36,0.1739,0.18635,0.0425,0,
3223,930.0,0.8372,2000.0,60,0.2625,0.18635,0.0425,0,
3224,930.0,0.6841,3000.0,18,0.2097,0.18635,0.0425,1,0.0
3225,2280.19,0.3647,13000.0,48,0.1408,0.18635,0.0425,1,0.0
3226,1425.54,0.4439,5400.0,36,0.1623,0.18635,0.0425,0,
3227,1192.04,0.4675,4900.0,24,0.1495,0.18635,0.0425,0,
3228,1911.75,0.3693,18900.0,60,0.1424,0.18635,0.0425,1,0.0
3229,2784.76,0.5097,15500.0,24,0.1796,0.18635,0.0425,0,
3230,930.0,0.8816,11500.0,24,0.2584,0.18635,0.0425,0,
3231,1543.27,0.2062,2800.0,24,0.12,0.18635,0.0425,1,0.0
3232,4572.48,0.1145,7200.0,18,0.12,0.18635,0.0425,0,
3233,1090.41,0.7582,7100.0,36,0.2175,0.18635,0.0425,0,
3234,3206.26,0.4713,26400.0,36,0.1675,0.18635,0.0425,1,0.0
3235,1512.89,0.6721,9500.0,60,0.2094,0.18635,0.0425,1,0.0
3236,2679.05,0.2128,37700.0,48,0.12,0.18635,0.0425,1,0.0
3237,3637.49,0.2212,36900.0,24,0.1557,0.18635,0.0425,0,
3238,2985.78,0.4247,25900.0,48,0.1482,0.18635,0.0425,0,
3239,3277.08,0.3243,9500.0,60,0.146,0.18635,0.0425,0,
3240,1045.23,0.5554,2800.0,36,0.174,0.18635,0.0425,1,0.0
3241,3670.59,0.1266,32500.0,60,0.12,0.18635,0.0425,1,0.0
3242,1233.66,0.6288,5000.0,36,0.1684,0.18635,0.0425,1,0.0
3243,2285.84,0.333,17200.0,18,0.169,0.18635,0.0425,1,0.0
3244,2284.19,0.7173,9300.0,36,0.2224,0.18635,0.0425,0,
3245,2590.42,0.3116,3500.0,24,0.1239,0.18635,0.0425,0,
3246,2386.1,0.1957,22100.0,36,0.12,0.18635,0.0425,1,0.0
3247,1239.75,0.7877,8200.0,18,0.215,0.18635,0.0425,0,
3248,936.41,0.6618,3100.0,18,0.1974,0.18635,0.0425,0,
3249,3210.87,0.179,3000.0,24,0.12,0.18635,0.0425,1,0.0
3250,2194.29,0.2701,26500.0,48,0.12,0.18635,0.0425,1,0.0
3251,3744.01,0.2048,28000.0,18,0.1279,0.18635,0.0425,1,0.0
3252,1930.94,0.3142,13200.0,12,0.1795,0.18635,0.0425,1,0.0
3253,930.0,0.958,7200.0,24,0.2593,0.18635,0.0425,1,0.0
3254,3382.26,0.2457,6900.0,24,0.12,0.18635,0.0425,1,0.0
3255,1611.94,0.4447,16400.0,12,0.1542,0.18635,0.0425,1,0.0
3256,2392.78,0.3436,2000.0,24,0.1388,0.18635,0.0425,1,0.0
3257,1382.35,0.4311,3900.0,36,0.1736,0.18635,0.0425,1,0.0
3258,4926.35,0.1502,15400.0,48,0.12,0.18635,0.0425,1,0.0
3259,1217.43,0.8371,3700.0,24,0.2258,0.18635,0.0425,0,
3260,1641.65,0.89,7100.0,36,0.2359,0.18635,0.0425,0,
3261,2100.96,0.5496,15200.0,36,0.1564,0.18635,0.0425,1,0.0
3262,1080.24,0.6957,2200.0,36,0.1757,0.18635,0.0425,1,0.0
3263,2377.6,0.25,3800.0,36,0.1239,0.18635,0.0425,1,0.0
3264,4838.66,0.3887,39000.0,24,0.121,0.18635,0.0425,0,
3265,1508.09,0.3676,5600.0,18,0.1396,0.18635,0.0425,1,0.0
3266,2464.34,0.6366,7300.0,36,0.2126,0.18635,0.0425,1,0.0
3267,930.0,0.8562,10200.0,24,0.2251,0.18635,0.0425,0,
3268,1937.16,0.661,14700.0,24,0.2273,0.18635,0.0425,0,
3269,1664.0,0.5015,4700.0,36,0.1579,0.18635,0.0425,1,0.0
3270,1257.27,0.7164,2000.0,36,0.185,0.18635,0.0425,0,
3271,3605.61,0.1298,18700.0,18,0.12,0.18635,0.0425,1,0.0
3272,1651.87,0.197,4700.0,18,0.12,0.18635,0.0425,0,
3273,1793.91,0.4663,13400.0,48,0.1815,0.18635,0.0425,1,0.0
3274,1605.85,0.7457,12500.0,24,0.229,0.18635,0.0425,1,0.0
3275,930.0,0.7689,4000.0,18,0.2613,0.18635,0.0425,1,0.0
3276,1056.66,0.3649,3400.0,36,0.1491,0.18635,0.0425,1,0.0
3277,3372.83,0.1494,14800.0,60,0.12,0.18635,0.0425,1,0.0
3278,930.0,0.6721,3700.0,36,0.2056,0.18635,0.0425,0,
3279,1294.18,0.9277,7900.0,36,0.2319,0.18635,0.0425,0,
3280,1585.92,0.5346,7200.0,48,0.196,0.18635,0.0425,1,0.0
3281,5205.28,0.1493,32000.0,18,0.12,0.18635,0.0425,1,0.0
3282,3031.37,0.4563,12500.0,36,0.1429,0.18635,0.0425,1,0.0
3283,1453.32,0.6757,4100.0,18,0.2047,0.18635,0.0425,1,0.0
3284,4080.35,0.1683,20700.0,36,0.12,0.18635,0.0425,1,0.0
3285,1312.83,0.8253,4100.0,36,0.2449,0.18635,0.0425,0,
3286,3463.82,0.2095,32800.0,48,0.12,0.18635,0.0425,1,0.0
3287,931.74,0.8621,5400.0,36,0.2593,0.18635,0.0425,0,
3288,3589.27,0.1281,10800.0,36,0.12,0.18635,0.0425,1,0.0
3289,1580.29,0.5758,9600.0,24,0.192,0.18635,0.0425,0,
3290,1119.06,0.7095,6800.0,12,0.2127,0.18635,0.0425,0,
3291,1754.89,0.3386,9500.0,24,0.1542,0.18635,0.0425,1,0.0
3292,2308.51,0.3037,7400.0,12,0.1332,0.18635,0.0425,1,0.0
3293,1504.51,0.6556,11400.0,36,0.2316,0.18635,0.0425,1,0.0
3294,2691.2,0.8154,20400.0,18,0.2534,0.18635,0.0425,0,
3295,1432.66,0.5569,3900.0,12,0.1784,0.18635,0.0425,0,
3296,2792.16,0.5577,5900.0,48,0.2077,0.18635,0.0425,0,
3297,2529.52,0.4053,8800.0,24,0.1836,0.18635,0.0425,1,0.0
3298,1913.68,0.4388,12400.0,36,0.2026,0.18635,0.0425,1,0.0
3299,1549.7,0.319,5300.0,36,0.159,0.18635,0.0425,1,0.0
3300,2152.96,0.1226,13100.0,24,0.12,0.18635,0.0425,1,0.0
3301,2685.68,0.5803,20300.0,12,0.1694,0.18635,0.0425,0,
3302,6209.66,0.2558,11100.0,48,0.12,0.18635,0.0425,0,
3303,3332.53,0.2005,24500.0,24,0.1327,0.18635,0.0425,0,
3304,3400.8,0.207,14600.0,24,0.1647,0.18635,0.0425,1,0.0
